Unnamed: 0,id,name,album,artist,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,happy,sad,angry,happiness,sadness,anger,disgust,surprise,fear
230,043dDJ9u0PQ3ooAXMgcwOe,MOOO!,Amala (Deluxe Version),Doja Cat,2019-03-01,56,285053,0.869,0.517,0.532,0.0,0.103,0.509,-7.186,0.23,89.004,7,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
231,7FGIEAVXfegxngH9Jg6VwA,What A Shame,What A Shame,Leyla Blue,2020-12-09,59,177200,0.699,0.315,0.463,0.0,0.0803,0.565,-7.828,0.475,143.99,0,4,0,0,0,0,0.1775103062391281,0.6012421250343323,0.06364067643880844,0.005809373687952757,0.04173605889081955,0.06028689816594124
232,12KUFSHFgT0XCoiSlvdQi4,Break Free,My Everything (Deluxe),Ariana Grande,2014-08-22,75,214840,0.686,0.00637,0.702,4.46e-05,0.204,0.29,-5.325,0.0455,129.948,7,4,0,0,0,0,0.014581882394850254,0.002346302615478635,0.9609323740005493,0.0026345369406044483,0.007010379806160927,0.010820313356816769
233,4svZDCRz4cJoneBpjpx8DJ,I Did Something Bad,reputation,Taylor Swift,2017-11-10,74,238253,0.696,0.0679,0.602,2.11e-05,0.0696,0.305,-6.156,0.159,82.989,0,4,0,0,0,0,0.39539873600006104,0.06867793202400208,0.028208382427692413,0.1885218322277069,0.2556343674659729,0.03413228690624237
234,6EMWT7sZBvG0oxdh9KXbb4,Juice,Cuz I Love You (Deluxe),Lizzo,2019-05-03,32,195144,0.767,0.00611,0.889,0.0,0.402,0.843,-2.988,0.0963,119.93,7,4,0,0,0,0,0.27903687953948975,0.09593692421913147,0.23873299360275269,0.01015283353626728,0.059914179146289825,0.3008779287338257
235,3DXXKDbbZKyAZfNb96ST3q,Confident,Confident,Demi Lovato,2015-01-01,69,205745,0.594,0.00188,0.749,0.000139,0.0869,0.344,-6.251,0.0677,130.064,3,4,0,0,0,0,0.11560241132974625,0.20197732746601105,0.3414726257324219,0.01360540371388197,0.1982370764017105,0.056351397186517715
236,3l3KNYbuDBpM9YBo878utU,Care Less More,Was It Even Real?,Olivia O'Brien,2019-04-26,35,176480,0.746,0.621,0.408,0.0,0.125,0.745,-8.307,0.277,128.165,5,4,0,0,0,0,0.02474115416407585,0.018748698756098747,0.8257459998130798,0.0055014644749462605,0.08459917455911636,0.027357449755072594
237,7ySUcLPVX7KudhnmNcgY2D,S&M,Loud (Japan Version),Rihanna,2010-01-01,81,243600,0.769,0.0105,0.685,0.000124,0.0887,0.836,-5.019,0.041,127.977,1,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
238,35PLIvgitn0IviuJJr4jlK,Liar - Single Version,Liar,Davina Michelle,2020-11-20,32,241026,0.473,0.0757,0.546,0.0,0.139,0.147,-7.519,0.0373,74.964,3,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
239,3W3KtDwAIg3mAruSpnfG3Q,Fancy,The New Classic (Deluxe Version),Iggy Azalea,2014-01-01,68,199938,0.912,0.0904,0.716,0.0,0.0491,0.377,-4.141,0.0698,94.981,10,4,0,0,0,0,0.17605599761009216,0.2918662428855896,0.014104858040809631,0.07241091877222061,0.35153335332870483,0.021121051162481308
240,2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,78,221360,0.53,0.407,0.422,0.0,0.107,0.349,-6.262,0.0342,119.964,5,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
241,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Therefore I Am,Billie Eilish,2020-11-12,69,174321,0.889,0.218,0.34,0.13,0.055,0.716,-7.773,0.0697,94.009,11,4,0,0,0,0,0.29622170329093933,0.08053912222385406,0.27557215094566345,0.01220883708447218,0.1380852460861206,0.12005819380283356
242,2vDH0r4FU75wEivLDZcvze,Therapist,Therapist,Mae Muller,2020-01-23,42,183726,0.61,0.136,0.473,0.0,0.0828,0.528,-8.433,0.389,183.926,9,4,0,0,0,0,0.24131250381469727,0.10548344254493713,0.08385806530714035,0.0385899543762207,0.30542251467704773,0.20656302571296692
243,4wH4dJgrsxONID6KS2tDQM,Maneater,Loose,Nelly Furtado,2006-01-01,81,258893,0.796,0.0258,0.778,0.000386,0.121,0.789,-4.81,0.0397,132.724,6,4,0,0,0,0,0.20536592602729797,0.11465038359165192,0.3424096405506134,0.034460362046957016,0.0837586522102356,0.046414997428655624
244,5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Ruin My Life,Zara Larsson,2018-10-18,60,190931,0.665,0.423,0.699,0.0,0.0969,0.585,-5.265,0.0578,124.896,11,4,0,0,0,0,0.6485944390296936,0.030203524976968765,0.1346411556005478,0.007021938916295767,0.017472263425588608,0.15622547268867493
245,2xdwCJLfKCkat14mlgR26M,Lost Cause,Lost Cause,Billie Eilish,2021-06-02,0,212496,0.671,0.705,0.336,0.00751,0.0577,0.518,-8.494,0.241,75.051,10,4,0,0,0,0,0.13640597462654114,0.09163874387741089,0.13145321607589722,0.021434832364320755,0.18336787819862366,0.16353748738765717
246,3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,76,180952,0.678,0.462,0.533,0.219,0.139,0.323,-10.485,0.186,150.455,4,4,0,0,0,0,0.22242771089076996,0.010466964915394783,0.7291908860206604,0.0032990039326250553,0.024211687967181206,0.007762296125292778
247,5OCJzvD7sykQEKHH7qAC3C,God is a woman,Sweetener,Ariana Grande,2018-08-17,74,197546,0.602,0.0233,0.658,6e-05,0.237,0.268,-5.934,0.0558,145.031,1,4,0,0,0,0,0.06899694353342056,0.0517028346657753,0.13347271084785461,0.11068012565374374,0.5779294371604919,0.04559346288442612
248,2r6DdaSbkbwoPzuK6NjLPn,Can't Be Tamed,Can't Be Tamed,Miley Cyrus,2010-01-01,60,168213,0.63,0.0287,0.91,0.0,0.196,0.743,-2.919,0.144,116.98,11,4,0,0,0,0,0.6215031147003174,0.03305106982588768,0.1348169445991516,0.005859029479324818,0.07454997301101685,0.11178606748580933
249,1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),Stronger (Deluxe Version),Kelly Clarkson,2011-10-24,72,221946,0.562,0.046,0.939,0.0,0.112,0.684,-4.282,0.0475,116.044,0,4,0,0,0,0,0.011070065200328827,0.005313281435519457,0.030942143872380257,0.03676798194646835,0.1046924963593483,0.8015669584274292
250,6FB3v4YcR57y4tXFcdxI1E,I Knew You Were Trouble.,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,75,219720,0.622,0.00454,0.469,2.25e-06,0.0335,0.679,-6.798,0.0363,77.019,3,4,0,0,0,0,0.025132210925221443,0.04523966461420059,0.5088035464286804,0.007136180065572262,0.05085618048906326,0.34011396765708923
251,3QTDzwSkRW04FVPo6COm0H,You're Such A,HAIZ,Hailee Steinfeld,2016-02-26,53,216333,0.62,0.00798,0.696,1e-06,0.113,0.705,-6.323,0.0997,176.028,11,4,0,0,0,0,0.3571113348007202,0.21763113141059875,0.0783342495560646,0.01174184214323759,0.06668075174093246,0.18419648706912994
252,1H3Okhf16ttAICZF7zgDko,killing boys,Manic,Halsey,2020-01-17,47,143364,0.685,0.248,0.899,0.000107,0.376,0.686,-5.796,0.186,139.997,11,4,0,0,0,0,0.6151841282844543,0.16390517354011536,0.1008913666009903,0.006617489270865917,0.07812338322401047,0.025994274765253067
253,0JiY190vktuhSGN6aqJdrt,So What,Funhouse (Expanded Edition),P!nk,2008-10-24,75,215160,0.534,0.000334,0.87,0.0,0.241,0.462,-3.078,0.0425,126.019,11,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
254,3WVhkjB7Y4xFruqoCAajBb,Sue Me,Singular Act I,Sabrina Carpenter,2018-11-09,69,179226,0.46,0.0422,0.809,5.04e-05,0.138,0.609,-5.415,0.326,157.184,6,4,0,0,0,0,0.46325793862342834,0.04924631863832474,0.03509297966957092,0.15542541444301605,0.21396666765213013,0.06866523623466492
255,3pU3mRumn5rWii1rKNu1eV,Bulletproof,La Roux,La Roux,2009-01-01,2,205733,0.674,0.000441,0.882,6.47e-05,0.068,0.682,-2.771,0.0477,123.016,3,4,0,0,0,0,0.20880192518234253,0.025513596832752228,0.4643052816390991,0.033256031572818756,0.16741029918193817,0.0924307256937027
256,2a1MrtxYybqFV1Ow8VJ1dW,I Will Survive - Rerecorded,I Will Survive (Rerecorded),Gloria Gaynor,1982-01-01,52,250887,0.672,0.00314,0.751,0.0,0.0796,0.57,-7.977,0.05,120.044,9,4,0,0,0,0,0.01095235999673605,0.006017918232828379,0.7795437574386597,0.004262500908225775,0.017527561634778976,0.15527017414569855
257,3YmgsYX80v0EtBZekgcB6w,BOYSHIT,BOYSHIT,Madison Beer,2020-12-11,48,160397,0.638,0.0203,0.699,0.0,0.0879,0.57,-6.542,0.0892,121.122,1,4,0,0,0,0,0.21919439733028412,0.29014816880226135,0.3463819622993469,0.009775441139936447,0.06965827941894531,0.05134998634457588
258,01BC4Xj5tfsfV8DLDrma7q,Ciao Adios,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,62,199773,0.694,0.136,0.853,0.0,0.322,0.501,-3.986,0.0934,106.098,7,4,0,0,0,0,0.29719260334968567,0.1961735337972641,0.07515327632427216,0.039392661303281784,0.2636086940765381,0.08160814642906189
259,3U3BXlwNTkCx7lW9m1H9RY,Hard out Here,Hard out Here,Lily Allen,2013-11-17,50,211377,0.823,0.113,0.822,4.57e-05,0.0688,0.938,-5.323,0.0334,125.026,1,4,0,0,0,0,0.7530904412269592,0.1159629076719284,0.07931783050298691,0.004220872186124325,0.024035194888710976,0.018957579508423805
260,71vsEyBd4X1D5BUmLdFSVH,Black Widow,The New Classic,Iggy Azalea,2014-01-01,65,209423,0.74,0.188,0.72,0.000386,0.109,0.512,-3.753,0.158,164.014,3,4,0,0,0,0,0.641431987285614,0.061374302953481674,0.11865344643592834,0.029099302366375923,0.0695737823843956,0.0643380805850029
261,1Bx0zEdVjkFlV27iKaePug,Man Down,Loud,Rihanna,2010-11-16,69,267000,0.47,0.0436,0.904,0.0,0.0491,0.557,-4.024,0.177,155.789,0,4,0,0,0,0,0.2842503488063812,0.04958229511976242,0.19380052387714386,0.010808640159666538,0.06899970024824142,0.09760095924139023
262,2Mpj1Ul5OFPyyP4wB62Rvi,Survivor,Survivor,Destiny's Child,2001-05-01,67,254026,0.514,0.0559,0.911,0.0,0.775,0.619,-2.027,0.41,161.109,1,4,0,0,0,0,0.012193825095891953,0.008347422815859318,0.028032606467604637,0.04365592077374458,0.08235902339220047,0.7986929416656494
263,4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,She's So Unusual,Cyndi Lauper,1983-10-14,81,238266,0.71,0.22,0.799,0.000602,0.349,0.725,-4.897,0.0328,120.372,6,4,0,0,0,0,0.050680011510849,0.038742341101169586,0.012166990898549557,0.42429524660110474,0.33223065733909607,0.10789650678634644
264,4i55R0S2I64mhS5biNbECZ,Me & My Girls,Revival (Deluxe),Selena Gomez,2015-10-09,51,210506,0.637,0.0152,0.947,0.0,0.0595,0.348,-3.982,0.152,121.993,2,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
265,6JqpFboOH2bq9pzaYbkKBn,R.I.P. (feat. Rita Ora & Anitta),R.I.P. (feat. Rita Ora & Anitta),Sofía Reyes,2019-03-15,52,187200,0.764,0.18,0.752,0.0,0.0701,0.698,-3.713,0.0711,100.066,8,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
266,3KliPMvk1EvFZu9cvkj8p1,Work Bitch,Britney Jean (Deluxe Version),Britney Spears,2013-11-30,67,247960,0.629,0.155,0.824,0.000628,0.0651,0.852,-6.53,0.159,128.01,9,4,0,0,0,0,0.8552129864692688,0.027772068977355957,0.0654912069439888,0.006764207500964403,0.018143948167562485,0.01438406016677618
267,1eYTh99yjJtpiJT94ThYpq,Stop in the Name of Love,I Will Survive,Gloria Gaynor,1981-01-01,25,250266,0.824,0.0484,0.636,0.0,0.0928,0.615,-10.572,0.12,118.25,11,4,0,0,0,0,0.12721410393714905,0.004339220933616161,0.8074153065681458,0.0025005009956657887,0.009231723845005035,0.04280846565961838
268,5RhFmJifQe83FpQ6ZFFTZ5,"I am not a woman, I'm a god","If I Can’t Have Love, I Want Power",Halsey,2021-08-27,54,176413,0.523,0.00397,0.702,0.0325,0.063,0.494,-6.74,0.0462,179.992,6,4,0,0,0,0,0.24844133853912354,0.07135713845491409,0.03018750064074993,0.016609249636530876,0.11235910654067993,0.5163471698760986
269,2wjTTRCmCeaNrpFG4YVsFy,É Por Isso Que Sofre,É Por Isso Que Sofre,Dj Batata,2021-11-19,42,164307,0.921,0.382,0.889,0.00138,0.0801,0.769,-5.152,0.0955,130.042,1,4,0,0,0,0,0.115292988717556,0.05369669571518898,0.02349161170423031,0.23812273144721985,0.5060396194458008,0.02931009791791439
270,5eqiMMbaeUZ32Q7sS00H35,Anaconda,The Pinkprint (International Deluxe Explicit),Nicki Minaj,2014-12-12,65,260239,0.964,0.0668,0.605,7.78e-06,0.214,0.646,-6.223,0.179,129.996,9,4,0,0,0,0,0.4722733497619629,0.24470382928848267,0.06597752124071121,0.019941221922636032,0.11774085462093353,0.04619205370545387
271,1yCrrZwlYPS3AqQHsJvFlu,You're Not Harry Styles,You're Not Harry Styles,Dylan,2021-11-26,0,176530,0.553,0.00681,0.767,2.95e-06,0.0903,0.669,-4.557,0.0741,165.059,6,4,0,0,0,0,0.11928366124629974,0.30640965700149536,0.04499370604753494,0.04542173445224762,0.2982481122016907,0.1484893262386322
272,6tsOcBnaKgzK22yEiqRh8P,MONOPOLY (with Victoria Monét),MONOPOLY,Ariana Grande,2019-04-01,58,158586,0.893,0.702,0.507,3.14e-05,0.109,0.695,-8.282,0.378,143.969,0,4,0,0,0,0,0.4619103670120239,0.16312089562416077,0.1100551187992096,0.01216176338493824,0.17646238207817078,0.02278214506804943
273,5HwnezK198pJCEj1l2Adjy,She Loves Control,Camila,Camila Cabello,2018-01-12,54,177160,0.65,0.166,0.758,0.0,0.0889,0.663,-4.02,0.116,94.9,2,4,0,0,0,0,0.2427230179309845,0.07923261821269989,0.09069081395864487,0.034498050808906555,0.3354441225528717,0.20952731370925903
274,480o64VmNvWcwzCg74VUxW,Tremendo Vacilão,Eu Só Quero Ser Livre,Perlla,2006-05-15,52,224026,0.866,0.0688,0.861,0.0166,0.065,0.953,-3.77,0.042,129.005,4,4,0,0,0,0,0.057507067918777466,0.04217494651675224,0.11075719445943832,0.14061127603054047,0.3751108646392822,0.08668002486228943
275,4fixebDZAVToLbUCuEloa2,Womanizer,Circus (Deluxe Version),Britney Spears,2008-12-02,77,224400,0.724,0.073,0.695,0.0,0.0889,0.235,-5.226,0.0622,139.0,11,4,0,0,0,0,0.3381930887699127,0.18618252873420715,0.1169716864824295,0.05920551344752312,0.17197920382022858,0.039229921996593475
276,3Vi5XqYrmQgOYBajMWSvCi,Need to Know,Planet Her,Doja Cat,2021-06-25,75,210560,0.664,0.304,0.609,0.0,0.0926,0.194,-6.509,0.0707,130.041,1,4,0,0,0,0,0.0864219218492508,0.16466714441776276,0.14723430573940277,0.06633435934782028,0.36468505859375,0.07767818123102188
277,26NX1wPt1TRCH536yocd6i,If I Were a Boy,I AM...SASHA FIERCE,Beyoncé,2008-11-14,63,249146,0.632,0.107,0.518,0.0,0.354,0.427,-6.126,0.0313,90.007,6,4,0,0,0,0,0.22258447110652924,0.055152520537376404,0.0944770872592926,0.017150385305285454,0.19370436668395996,0.40188756585121155
278,2K9vpqu9c7a1NI2XZ836WP,Rip Her to Shreds,Mean Girls (Original Motion Picture Soundtrack),Various Artists,2004-01-01,4,247133,0.68,0.0283,0.942,4.09e-05,0.249,0.963,-4.449,0.0426,120.014,4,4,0,0,0,0,0.01893671788275242,0.13673892617225647,0.02994997426867485,0.01792771741747856,0.1547842025756836,0.5953235626220703
279,3IcIIZMMS7UArJJPtEHXG8,Obsessed,Memoirs of an imperfect Angel,Mariah Carey,2009-09-29,68,242200,0.742,0.0458,0.467,0.0,0.826,0.366,-5.557,0.0624,86.442,10,4,0,0,0,0,0.17898549139499664,0.13746951520442963,0.11601685732603073,0.03558232635259628,0.26485103368759155,0.04824228957295418
280,6IbnUaczZBT34DhaD6S18F,Bubblegum Bitch,Electra Heart (Deluxe),MARINA,2012-04-27,74,154666,0.495,0.000219,0.856,0.0,0.103,0.609,-5.123,0.0311,158.024,0,4,0,0,0,0,0.36724942922592163,0.09116692841053009,0.06511596590280533,0.14678607881069183,0.2528483271598816,0.0504896342754364
281,5lAnYvAIkSDNXqfo7DyFUm,Ain't Shit,Planet Her,Doja Cat,2021-06-25,73,174253,0.855,0.506,0.488,0.0,0.347,0.619,-4.601,0.208,124.097,3,4,0,0,0,0,0.7370988130569458,0.13839222490787506,0.031855035573244095,0.006926281377673149,0.036485593765974045,0.035731490701436996
282,6eqBr4nAQCVIbUbE8IBDP1,i don’t really like your boyfriend,i don’t really like your boyfriend,Avenue Beat,2020-05-22,34,162220,0.81,0.352,0.438,0.0,0.0639,0.803,-6.746,0.0677,94.991,1,4,0,0,0,0,0.4919397532939911,0.35187605023384094,0.024049773812294006,0.0056219277903437614,0.06504499167203903,0.05211501941084862
283,1Oi2zpmL81Q0yScF1zxaC0,"Bills, Bills, Bills",The Writing's On The Wall,Destiny's Child,1999-07-27,68,256026,0.845,0.139,0.576,0.0,0.0764,0.461,-5.15,0.153,127.641,11,4,0,0,0,0,0.19747133553028107,0.05229729041457176,0.0943346843123436,0.016575077548623085,0.5131831765174866,0.042875561863183975
284,53yWQ1FObrwPlVYCZdR6es,Liar,Liar,BigKlit,2019-07-23,42,146526,0.883,0.339,0.492,0.0,0.166,0.59,-12.118,0.354,94.959,7,4,0,0,0,0,0.3033699691295624,0.12833403050899506,0.3977062404155731,0.018158964812755585,0.07300478965044022,0.06816787272691727
285,1RDNH7V9Odx6gOZJ4Siehj,How to Be a Heartbreaker,How to Be a Heartbreaker,MARINA,2012-12-07,32,221493,0.69,0.0142,0.897,0.0,0.108,0.849,-4.696,0.0506,140.05,11,4,0,0,0,0,0.12282135337591171,0.05028216913342476,0.3233969211578369,0.07484430074691772,0.3454112708568573,0.07332100719213486
286,5w1ggxiUnlt6lNP6pzGaIO,boys r dumb! duh!,yikes!,Sophie Cates,2019-10-02,0,179008,0.666,0.295,0.505,0.0,0.162,0.29,-6.176,0.0836,147.98,4,4,0,0,0,0,0.7929249405860901,0.01402559969574213,0.04059454798698425,0.006560901645570993,0.030993545427918434,0.10078304260969162
287,1KGi9sZVMeszgZOWivFpxs,No Scrubs,Fanmail,TLC,1999-02-23,82,214400,0.743,0.0251,0.675,0.000717,0.0685,0.59,-4.267,0.0953,92.909,8,4,0,0,0,0,0.18656416237354279,0.24572116136550903,0.10300624370574951,0.015379978343844414,0.29373952746391296,0.1367279291152954
288,77o1HdXHm1hLd7Ebe9ygd0,THAT BITCH,THAT BITCH,Bea Miller,2019-11-01,60,201101,0.778,0.0103,0.738,0.0,0.55,0.626,-2.164,0.218,162.132,2,4,0,0,0,0,0.7411854267120361,0.20244808495044708,0.014992359094321728,0.0038989619351923466,0.01910102553665638,0.013156198896467686
289,2MZsEkfaIhXxdYj7P313UZ,Dollar Euro - EVEHIVE Remix,Dollar Euro (EVEHIVE Remix),Tassia Reis,2020-08-21,0,206783,0.944,0.056,0.636,9.76e-06,0.0648,0.53,-7.736,0.322,130.038,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
290,2XWusA74Rg68E23sVOfBlK,Man's World,Man's World,MARINA,2020-11-18,0,207226,0.496,0.401,0.709,0.0,0.0718,0.226,-5.684,0.0307,110.078,5,4,0,0,0,0,0.13569225370883942,0.18929657340049744,0.2579188048839569,0.046691104769706726,0.25383344292640686,0.09013527631759644
291,049V1aSofNvW906vGZgFsD,Get On Your Knees,The Pinkprint (Deluxe),Nicki Minaj,2014-12-15,40,216493,0.654,0.31,0.445,0.0,0.116,0.175,-7.182,0.0412,144.014,0,4,0,0,0,0,0.07427326589822769,0.019583681598305702,0.033683620393276215,0.25907742977142334,0.26229554414749146,0.18552681803703308
292,02b5L9jExmkRTdUTqXFzmR,Primadonna,Electra Heart,MARINA,2012-04-27,40,221075,0.66,0.0884,0.689,0.0,0.0922,0.427,-2.671,0.0337,127.98,4,4,0,0,0,0,0.007890204899013042,0.01108394656330347,0.026481959968805313,0.013937575742602348,0.04768018797039986,0.7390640377998352
293,0AUvWawuP0ibk4SQ3sIZjk,Daisy,Daisy,Ashnikko,2020-07-09,61,146523,0.834,0.235,0.663,0.0,0.372,0.774,-6.143,0.133,121.876,8,4,0,0,0,0,0.01394045539200306,0.003962667193263769,0.9720764756202698,0.001318440423347056,0.003389017190784216,0.0025264411233365536
294,340UVheS8z3ncW9TTUhAbc,Nightmare,Nightmare,Halsey,2019-05-17,60,231998,0.607,0.0187,0.622,0.0,0.359,0.537,-5.075,0.0756,146.105,9,4,0,0,0,0,0.016618596389889717,0.009996813721954823,0.9329761862754822,0.0014180451398715377,0.01258851308375597,0.024493001401424408
295,06Lp0gsTyJU3vsvZTBpzHn,Meaner Girl,Meaner Girl,Anna Sofia,2019-04-12,0,193247,0.547,0.819,0.358,0.0,0.108,0.314,-7.738,0.0482,164.085,10,4,0,0,0,0,0.33649083971977234,0.1108752191066742,0.01525120995938778,0.015940643846988678,0.04340260103344917,0.46020233631134033
296,5EzL7hGT9g2Tvqsy158Lu9,Pussy Talk,City On Lock,City Girls,2020-06-20,57,218332,0.943,0.0016,0.641,0.0,0.211,0.242,-5.598,0.191,99.099,1,4,0,0,0,0,0.08904967457056046,0.1579350382089615,0.028515271842479706,0.05164869502186775,0.613827109336853,0.03463306650519371
297,4pAl7FkDMNBsjykPXo91B3,Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,81,191600,0.697,0.11,0.315,0.0,0.0825,0.298,-8.091,0.234,110.872,5,4,0,0,0,0,0.029454363510012627,0.053816795349121094,0.01341111771762371,0.005378775764256716,0.03416673466563225,0.8529980778694153
298,36phXHOKx8rO7CMp2vNX4x,Love Myself,HAIZ,Hailee Steinfeld,2016-02-26,65,218773,0.617,0.0026,0.759,0.0,0.419,0.324,-6.785,0.0678,122.924,0,4,0,0,0,0,0.12230777740478516,0.040207639336586,0.14006470143795013,0.5123901963233948,0.09812305867671967,0.07637757807970047
299,4ka1FkKAMde6dQAFFMXKac,i hope ur miserable until ur dead,i hope ur miserable until ur dead,Nessa Barrett,2021-08-06,65,177582,0.706,0.0273,0.544,0.0,0.087,0.477,-7.275,0.0306,115.935,2,4,0,0,0,0,0.054969947785139084,0.03093506582081318,0.15527617931365967,0.007481632754206657,0.05217466875910759,0.6931713819503784
0,2vdBo4ALPYbHRUPKgtE5iC,ghostin,"thank u, next",Ariana Grande,2019-02-08,64,271466,0.29,0.418,0.364,1.89e-05,0.185,0.11,-8.295,0.0293,103.684,9,4,3,0,0,0,0.019462523981928825,0.01736522652208805,0.020944667980074883,0.011086377315223217,0.05340839549899101,0.8681092262268066
1,3NbTQ8ZbHU6MSEVUFAVCJ9,better off,Sweetener,Ariana Grande,2018-08-17,61,171333,0.597,0.216,0.524,0.0,0.112,0.0549,-7.247,0.0537,92.568,11,4,3,0,0,0,0.058089882135391235,0.04863135889172554,0.2320106476545334,0.021477507427334785,0.5187926292419434,0.08607403188943863
2,1TEL6MlSSVLSdhOSddidlJ,needy,"thank u, next",Ariana Grande,2019-02-08,68,171573,0.647,0.778,0.309,7.31e-06,0.202,0.195,-7.948,0.0367,87.046,7,4,3,0,0,0,0.09589695930480957,0.02074907161295414,0.04069015011191368,0.04322020336985588,0.1614074409008026,0.613820493221283
3,5A7CwBNDUhvLWuSU5oJEh3,Moonlight,Dangerous Woman,Ariana Grande,2016-04-01,59,202360,0.633,0.42,0.412,3.57e-06,0.048,0.214,-7.339,0.0284,102.215,9,3,3,0,0,0,0.1332082599401474,0.24925146996974945,0.12635813653469086,0.019277358427643776,0.24713923037052155,0.20555132627487183
4,14kYOiFVPb7E7NfFbqhdln,goodnight n go,Sweetener,Ariana Grande,2018-08-17,65,189506,0.708,0.0217,0.454,0.0,0.073,0.24,-7.07,0.0395,110.963,1,4,3,0,0,0,0.5505756735801697,0.05465357378125191,0.16280759871006012,0.02679929882287979,0.0953182801604271,0.07300721108913422
5,1UujO43qVZnWObydH4MLT5,Thinking Bout You,Dangerous Woman,Ariana Grande,2016-04-01,55,200400,0.507,0.0152,0.696,0.000821,0.121,0.406,-6.027,0.0621,102.983,11,4,3,0,0,0,0.1319124847650528,0.07235321402549744,0.11455464363098145,0.033966414630413055,0.22413530945777893,0.2870842516422272
6,4rwqrKdwlFWJ6LvPYaOtgn,Quit (feat. Ariana Grande),9,Cashmere Cat,2017-04-28,61,258188,0.44,0.105,0.413,3.4e-05,0.0997,0.141,-7.365,0.0407,86.911,0,3,3,0,0,0,0.11965981870889664,0.1658366471529007,0.23227088153362274,0.007736829109489918,0.13928665220737457,0.31391641497612
7,4T652DlATVHe0jdLKaN3Bw,in my head,"thank u, next",Ariana Grande,2019-02-08,65,222946,0.662,0.173,0.6,0.000137,0.109,0.331,-6.403,0.0704,134.972,0,4,3,0,0,0,0.04719746485352516,0.05646573007106781,0.038801997900009155,0.0588664747774601,0.5373202562332153,0.08275661617517471
8,3wFLWP0FcIqHK1wb1CPthQ,fake smile,"thank u, next",Ariana Grande,2019-02-08,60,208880,0.45,0.329,0.619,0.0,0.319,0.427,-7.412,0.373,83.221,9,4,3,0,0,0,0.011776049621403217,0.003681660396978259,0.022642241790890694,0.8436129689216614,0.03918049484491348,0.04775257036089897
9,39LmTF9RgyakzSYX8txrow,imagine,"thank u, next",Ariana Grande,2019-02-08,65,212266,0.729,0.378,0.476,0.0,0.12,0.368,-4.985,0.0363,62.519,8,3,3,0,0,0,0.0503915399312973,0.026880500838160515,0.32787469029426575,0.0201454795897007,0.10162211954593658,0.13962003588676453
10,7E1jVNoWuemqUryI4FxsVD,off the table (with The Weeknd),Positions,Ariana Grande,2020-10-30,61,239949,0.411,0.519,0.522,0.0,0.398,0.382,-7.295,0.0981,88.332,0,1,3,0,0,0,0.06776716560125351,0.05374923720955849,0.3788025379180908,0.01080869697034359,0.25885140895843506,0.14649732410907745
11,1IVnvJN9oC3pDYv9qpAnj7,needy - live,k bye for now (swt live),Ariana Grande,2019-12-23,42,174294,0.317,0.699,0.474,0.0,0.945,0.318,-6.314,0.0661,76.592,7,4,3,0,0,0,0.09594450891017914,0.02049218863248825,0.039864227175712585,0.04423682764172554,0.16056287288665771,0.6149143576622009
12,6WikCGNUbXFmXoLre7vjeW,Touch It,Dangerous Woman,Ariana Grande,2016-04-01,58,260000,0.536,0.0303,0.694,0.0,0.183,0.291,-4.369,0.0332,100.906,7,4,3,0,0,0,0.49504438042640686,0.06392685323953629,0.16201388835906982,0.009790872223675251,0.23368027806282043,0.023606369271874428
13,14gkWVFMwdxBMyqBw1wmIg,safety net (feat. Ty Dolla $ign),Positions,Ariana Grande,2020-10-30,64,208457,0.552,0.0703,0.599,0.0,0.0986,0.0916,-5.75,0.0404,161.884,1,4,3,0,0,0,0.0664820522069931,0.032568659633398056,0.658519446849823,0.008431109599769115,0.054456643760204315,0.03192104026675224
