Unnamed: 0,id,name,album,artist,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,trust,fear,negative,sadness,anger,surprise,positive,disgust,joy,anticipation
0,7MnW39mkRfm6ygw9gKxDp9,F.N.T.,Great Divide,Semisonic,1996-01-01,46,209960,0.537,0.000184,0.773,0.00492,0.099,0.647,-6.954,0.0256,99.823,11,4,surprised,0.11290322580645161,0.0,0.016129032258064516,0.06451612903225806,0.016129032258064516,0.16129032258064516,0.3387096774193548,0.016129032258064516,0.14516129032258066,0.12903225806451613
1,0VhgEqMTNZwYL1ARDLLNCX,Can I Be Him,Back from the Edge,James Arthur,2016-10-28,76,246880,0.696,0.308,0.543,0.0,0.0939,0.479,-6.164,0.0489,107.969,11,4,surprised,0.23655913978494625,0.021505376344086023,0.03225806451612903,0.13978494623655913,0.03225806451612903,0.010752688172043012,0.24731182795698925,0.0,0.12903225806451613,0.15053763440860216
2,6JAfKIASRQQMyf1sA4cBq1,Counting Sheep,Embracing Me - EP,SAFIA,2016-03-04,49,154186,0.775,0.0102,0.469,2.99e-06,0.122,0.644,-7.363,0.0322,94.972,10,4,surprised,0.07407407407407407,0.12962962962962962,0.3333333333333333,0.16666666666666666,0.037037037037037035,0.037037037037037035,0.09259259259259259,0.018518518518518517,0.05555555555555555,0.05555555555555555
3,4ntKnZnztFdovszJpIoeVO,Fake Faces,Fake Faces,Felip,2024-04-05,52,174236,0.689,0.113,0.851,0.0,0.0667,0.963,-4.295,0.135,153.051,10,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7sByrWJrZbNWF1CGjIBj1j,If Ever You're in My Arms Again,Love Duets,Toni Gonzaga,2009-02-01,20,256372,0.343,0.115,0.582,0.0,0.09,0.175,-4.663,0.0247,95.446,1,4,surprised,0.10869565217391304,0.0,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.2391304347826087,0.0,0.17391304347826086,0.34782608695652173
5,7zrD2rhcvGEZiMMo9RuW6P,We Belong,We Belong,Sneaky Sound System,2019-07-19,48,139680,0.59,0.00456,0.996,0.865,0.287,0.681,-4.407,0.051,125.024,7,4,surprised,0.058394160583941604,0.058394160583941604,0.13138686131386862,0.08759124087591241,0.058394160583941604,0.08029197080291971,0.2116788321167883,0.058394160583941604,0.17518248175182483,0.08029197080291971
6,3TIsaxDoRyxVcPfPRKN8Y2,Miss You Like Crazy,Chapter 1: A New Beginning,The Moffatts,1998-05-18,56,229200,0.568,0.174,0.522,0.0,0.189,0.49,-8.077,0.0247,77.033,7,4,surprised,0.07692307692307693,0.10256410256410256,0.1282051282051282,0.10897435897435898,0.10256410256410256,0.057692307692307696,0.1858974358974359,0.01282051282051282,0.14743589743589744,0.07692307692307693
7,3rwioq6hSNjwynK8rVPCma,kaibigan,kaibigan,justin,2024-07-19,57,206584,0.493,0.266,0.336,2.22e-05,0.134,0.435,-9.58,0.04,83.228,0,4,surprised,0.0,0.0,0.36363636363636365,0.0,0.0,0.36363636363636365,0.2727272727272727,0.0,0.0,0.0
8,1rVKpBqXtRvGTVUNDnt1fy,Creepin',Creepin',Levent Geiger,2023-11-10,55,199645,0.524,0.734,0.444,0.0,0.15,0.236,-9.119,0.0274,107.971,1,4,surprised,0.12643678160919541,0.1724137931034483,0.13793103448275862,0.11494252873563218,0.022988505747126436,0.0,0.14942528735632185,0.022988505747126436,0.12643678160919541,0.12643678160919541
9,0FezhHZVmDYXvk8jAr2fpU,Lights & Music,In Ghost Colours (UK Version Delux),Cut Copy,2008-01-01,52,279373,0.606,0.0696,0.935,0.152,0.408,0.631,-4.389,0.0417,125.997,10,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,5lvYFJ8QPBBHV2YM1gp5tG,Give Thanks,Give Thanks,Janella Salvador,2014,44,235586,0.472,0.8,0.382,0.0,0.323,0.121,-5.937,0.0266,82.935,8,4,surprised,0.19672131147540983,0.04918032786885246,0.14754098360655737,0.08196721311475409,0.0,0.0,0.2786885245901639,0.08196721311475409,0.08196721311475409,0.08196721311475409
11,41iJtEHisXYp0Cmv1Q2hA1,World Of Our Love,Diplomatic Immunity,Client Liaison,2017-11-17,38,270688,0.85,0.0318,0.876,0.000179,0.0989,0.615,-7.262,0.048,117.028,0,4,surprised,0.06493506493506493,0.05194805194805195,0.06493506493506493,0.06493506493506493,0.012987012987012988,0.025974025974025976,0.3246753246753247,0.025974025974025976,0.22077922077922077,0.14285714285714285
12,6MWsotxoAROqOuzk7rMc0z,You,Jona,Jona,2017-02-27,49,266560,0.34,0.284,0.413,0.0,0.0913,0.143,-7.17,0.0321,139.114,9,4,surprised,0.112,0.08,0.12,0.064,0.016,0.056,0.256,0.016,0.2,0.08
13,38JyGtFVoT3uabw6qVWuOZ,Pangarap Kong Pangarap Mo,Zephanie,Zephanie,2022-01-07,35,174030,0.673,0.295,0.726,1.66e-05,0.219,0.425,-5.402,0.0679,77.006,3,4,surprised,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.08333333333333333,0.0,0.0
14,5IO87wqMV7UPuRAgaILfsK,Mirrors,Mirrors,Lone Tusker,2023-10-20,54,193636,0.653,0.12,0.632,0.0103,0.347,0.277,-8.05,0.054,131.993,0,4,surprised,0.05056179775280899,0.06741573033707865,0.15730337078651685,0.03932584269662921,0.03932584269662921,0.028089887640449437,0.29213483146067415,0.016853932584269662,0.25280898876404495,0.056179775280898875
15,1ag9VUoU406Hm1S9wYlR0o,Sunrise (Won't Get Lost) - Tommy Trash Radio Edit,Sunrise (Won't Get Lost),The Aston Shuffle,2012-10-12,40,202677,0.6,0.0857,0.949,0.000108,0.0896,0.466,-2.73,0.133,127.021,5,4,surprised,0.0,0.0,0.46153846153846156,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
16,33b2BLaLK67gArAZL5vffh,Bakit 'Di Totohanin,Carol,Carol Banawa,1997-11-03,51,245554,0.512,0.723,0.317,0.00816,0.151,0.188,-14.827,0.0264,159.51,4,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17,7pWko9IDNpYbdCxrmPU8Va,AMAKABOGERA,MPOWERED,Maymay Entrata,2021-11-19,42,180533,0.681,0.112,0.942,0.0,0.501,0.399,-3.998,0.147,105.084,9,4,surprised,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0
18,1l7Ooq59lsQvXv6C1Xeidx,Calypso Beach,Dare,Northeast Party House,2016-09-09,47,233169,0.398,0.0175,0.678,0.3,0.129,0.379,-7.562,0.0377,122.022,8,4,surprised,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.45,0.15
19,7rtSsC5zLPTO0R767vBqRq,Bakit Pa,The Story of Jessa Zaragoza,Jessa Zaragoza,1999,47,269866,0.628,0.605,0.42,0.0,0.0914,0.381,-9.926,0.0275,129.971,1,4,surprised,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.0,0.0,0.0
20,7dcSBhPIMO96sdf8hCQAaL,White Dress,White Dress,Set Mo,2015-04-10,44,210324,0.7,0.0509,0.629,0.0235,0.203,0.377,-6.876,0.0315,119.98,7,4,surprised,0.08270676691729323,0.09022556390977443,0.14285714285714285,0.09022556390977443,0.09022556390977443,0.045112781954887216,0.20300751879699247,0.05263157894736842,0.10526315789473684,0.09774436090225563
21,573latfTMO7SpGtStVrQx5,Harlem,A Bad Girl In Harlem,New Politics,2013-05-17,53,163626,0.603,0.00189,0.952,0.000445,0.317,0.588,-3.699,0.0947,133.97,6,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4UmwioUddRXq9Y5RBXhhyV,BINI - ft. Aiah Arceta,BINI (ft. Aiah Arceta),Jeremy G,2024-06-28,41,244357,0.674,0.0945,0.907,0.0,0.378,0.564,-2.644,0.043,101.042,0,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,4BYO8KU39k40yaRAwDgyUs,Chivalry Is Dead,Chivalry Is Dead,Trevor Wesley,2016-11-04,48,208161,0.484,0.0471,0.732,0.0,0.0755,0.644,-4.892,0.0705,127.313,6,4,surprised,0.11196911196911197,0.05791505791505792,0.07722007722007722,0.06563706563706563,0.06177606177606178,0.06177606177606178,0.23938223938223938,0.05791505791505792,0.18146718146718147,0.08494208494208494
24,1YR3v8aBVpKP1rP2KqQaKZ,The Past,Songs Rediscovered,Jed Madela,2004-01-01,50,214933,0.699,0.65,0.388,0.0,0.0736,0.204,-7.922,0.0269,125.934,7,4,surprised,0.01694915254237288,0.11864406779661017,0.15254237288135594,0.1016949152542373,0.0847457627118644,0.03389830508474576,0.3050847457627119,0.03389830508474576,0.03389830508474576,0.11864406779661017
25,3O4DdB07AoPwvy1fsIToiT,Forever Right Now,Forever Right Now,Conor Matthews,2018-10-26,56,141828,0.753,0.139,0.679,0.0,0.148,0.688,-4.792,0.0569,117.961,5,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2OuU7OGHIJtd2RQFI09kro,5&4&3&2&,Ampersand,Leaf in a Forest,2024-07-30,36,223000,0.562,0.306,0.519,0.638,0.0868,0.742,-9.098,0.1,180.095,9,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0arPxj5WufzbjEy1uPn7GP,Casualties,What If,Ethan Dufault,2021-01-29,44,222083,0.647,0.846,0.306,0.0,0.1,0.348,-10.392,0.0321,143.932,3,4,surprised,0.07777777777777778,0.13333333333333333,0.23333333333333334,0.12777777777777777,0.09444444444444444,0.05555555555555555,0.1,0.08333333333333333,0.03888888888888889,0.05555555555555555
28,1fdo42PnT5XrsPV6FZ1Fd2,Laging Tapat,Jolina,Jolina Magdangal,1999-01-04,47,212639,0.626,0.749,0.361,0.0,0.0887,0.17,-7.648,0.0278,123.971,0,4,surprised,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0
29,27cx5oMwSLKWxe5oddCtai,Only Me and You,Habang May Buhay,Donna Cruz,2002,47,307000,0.49,0.707,0.266,0.0,0.164,0.114,-16.544,0.0315,121.863,9,4,surprised,0.23529411764705882,0.029411764705882353,0.08823529411764706,0.029411764705882353,0.0,0.058823529411764705,0.20588235294117646,0.0,0.17647058823529413,0.17647058823529413
30,58rSMgjsjINUMUzHCyPYts,Ocean,Ocean,ConKi,2022-02-10,56,155072,0.738,0.229,0.723,0.0034,0.305,0.285,-6.691,0.0402,119.985,7,4,surprised,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0
31,0p7bJgDktmZlqsgNFBnYFU,On The Other Side (feat. Max Billion),On The Other Side (feat. Max Billion),just Fede,2024-08-02,55,155923,0.394,0.354,0.546,0.0,0.1,0.299,-8.048,0.0366,76.629,8,4,surprised,0.05660377358490566,0.1509433962264151,0.16981132075471697,0.1320754716981132,0.05660377358490566,0.07547169811320754,0.07547169811320754,0.018867924528301886,0.07547169811320754,0.18867924528301888
32,1ymVJxxBnFgNM9ocMzVqSg,Rain on Me,Rain on Me,FIXL,2023-11-02,49,139024,0.65,0.585,0.778,2.28e-05,0.133,0.494,-6.102,0.0365,123.102,1,4,surprised,0.06923076923076923,0.2076923076923077,0.3,0.2153846153846154,0.015384615384615385,0.0,0.08461538461538462,0.07692307692307693,0.015384615384615385,0.015384615384615385
33,64p2tRd4zsBsJUucEnfWrX,edsa,edsa,PABLO,2024-05-24,55,208283,0.558,0.00975,0.733,0.0,0.269,0.381,-7.144,0.0419,142.095,4,4,surprised,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0
34,434qlyPFJd5FWpJ72eB3VL,Pizza Guy,Pizza Guy / Show Me,Touch Sensitive,2014-04-19,48,349413,0.629,0.00212,0.81,0.64,0.264,0.288,-5.1,0.0264,105.996,4,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3QEMqBZ6ZVRdlCaN6QeaeD,What Comes Next,What Comes Next,LENNY,2024-09-06,38,183650,0.473,0.0414,0.53,0.0,0.353,0.238,-8.117,0.0869,181.996,7,4,surprised,0.07920792079207921,0.08415841584158416,0.16831683168316833,0.10396039603960396,0.09405940594059406,0.04950495049504951,0.15346534653465346,0.024752475247524754,0.1485148514851485,0.09405940594059406
36,4z6ipP14TOsL9K9U7vEH2A,Love U Like That,Love U Like That,ay-Mill,2024-02-23,44,160800,0.592,0.0631,0.673,0.0,0.441,0.265,-9.193,0.0406,100.058,10,4,surprised,0.06451612903225806,0.0967741935483871,0.03225806451612903,0.016129032258064516,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.0,0.25806451612903225,0.20967741935483872
37,0ZSaXFpNU4MTxb69rdoNyl,Not My Man,Not My Man,Jillian Rossi,2024-07-19,48,194848,0.433,0.169,0.658,3.92e-05,0.427,0.426,-6.523,0.146,197.833,5,4,surprised,0.06422018348623854,0.1926605504587156,0.22935779816513763,0.1834862385321101,0.06422018348623854,0.027522935779816515,0.08256880733944955,0.045871559633027525,0.05504587155963303,0.05504587155963303
38,60LAae4EzXrJ2BLwvfMfJH,Never Go Wrong,Good Times Go,Nicky Youre,2023-06-09,51,155962,0.585,0.0687,0.835,0.0,0.275,0.93,-6.453,0.113,164.988,5,4,surprised,0.08333333333333333,0.06666666666666667,0.4,0.1,0.05,0.03333333333333333,0.1,0.03333333333333333,0.06666666666666667,0.06666666666666667
39,33DMX9LvLFdgbVaZKCD8t4,Musika,Musika,G22,2023-09-25,44,237769,0.62,0.302,0.534,0.0,0.395,0.374,-4.651,0.0304,134.86,2,3,surprised,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,5hFD05PfvZUPbJ5JtwpEab,A Better Day,A Better Day,DENNICK,2024-03-14,50,157881,0.687,0.142,0.674,0.0,0.17,0.519,-6.617,0.108,118.357,11,4,surprised,0.05660377358490566,0.09433962264150944,0.1320754716981132,0.07547169811320754,0.018867924528301886,0.0,0.2830188679245283,0.018867924528301886,0.18867924528301888,0.1320754716981132
41,5CUhlmR4kOYfHY9tNs8LtA,If I'm Not in Love with You,Living the Dream,Jennylyn Mercado,2004,47,224771,0.448,0.832,0.216,0.0,0.192,0.106,-12.988,0.0339,119.306,7,4,surprised,0.047619047619047616,0.07936507936507936,0.14285714285714285,0.1111111111111111,0.09523809523809523,0.047619047619047616,0.1746031746031746,0.06349206349206349,0.15873015873015872,0.07936507936507936
42,3F1JSF5lB4tGqYQ8OTIgw6,Mr. Right,Chinita Princess - Kim Chiu,Kim Chiu,2015-01-01,44,201586,0.764,0.594,0.528,0.0,0.117,0.248,-4.638,0.0282,83.011,1,4,surprised,0.12359550561797752,0.1404494382022472,0.15730337078651685,0.06741573033707865,0.056179775280898875,0.07303370786516854,0.1348314606741573,0.016853932584269662,0.12359550561797752,0.10674157303370786
43,17FlJCEmLjIEHIfdhP960V,Abot Langit - Ricovered,Abot Langit (Ricovered),Rico Blanco,2019-06-08,51,177692,0.669,0.849,0.234,9.3e-05,0.19,0.595,-10.801,0.136,208.318,7,4,surprised,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.4,0.03333333333333333,0.4,0.0
44,4UgSOMItBpmepgym8nQSXp,Kakaibabe,Kakaibabe,Donnalyn,2014,50,210520,0.82,0.359,0.833,0.000701,0.225,0.916,-5.908,0.136,92.995,6,4,surprised,0.0,0.0,0.1,0.0,0.0,0.1,0.6,0.0,0.1,0.1
45,2MYTYXJXUj3YeCsGfiIdRq,When I'm Around You,When I’m Around You,Running Touch,2019-02-08,47,203782,0.765,0.0733,0.705,7.58e-05,0.112,0.797,-6.482,0.0383,117.013,6,4,surprised,0.028169014084507043,0.056338028169014086,0.1267605633802817,0.1267605633802817,0.11267605633802817,0.09859154929577464,0.09859154929577464,0.11267605633802817,0.09859154929577464,0.14084507042253522
46,4m1BwzoW25MUh7lFQeIMCM,Statue,Statue,Kristel Fulgar,2021-02-22,41,273333,0.653,0.762,0.434,1.81e-06,0.115,0.234,-10.058,0.0335,89.943,3,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0I7A5HoKBQ6szstVsHaD5v,My People,Apocalypso,The Presets,2008-01-01,36,266560,0.562,0.0137,0.927,8.99e-06,0.457,0.262,-2.461,0.0362,126.999,5,4,surprised,0.1206896551724138,0.1206896551724138,0.15517241379310345,0.10344827586206896,0.08620689655172414,0.04310344827586207,0.1724137931034483,0.04310344827586207,0.05172413793103448,0.10344827586206896
48,2VYyf8Zt8yYjKhNXw6X0Jz,Mr. DJ,Special Collector's Edition: Sana'y Wala Nang Wakas,Sharon Cuneta,1994-10-15,46,229333,0.372,0.75,0.259,0.0,0.0981,0.159,-13.741,0.0296,136.71,2,3,surprised,0.11904761904761904,0.07142857142857142,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.14285714285714285,0.11904761904761904,0.07142857142857142,0.09523809523809523,0.19047619047619047
49,4o8yZ5AnripYyuTksF1nK6,Wala Na Talaga,Klarisse,Klarisse,2017-07-28,53,278973,0.457,0.807,0.49,0.0,0.142,0.267,-7.312,0.0502,129.498,6,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,02Ygu8lo3qSknRpcBnspso,Just Friends,Just Friends,Virginia To Vegas,2019-05-24,52,168946,0.793,0.156,0.714,0.0,0.136,0.794,-7.562,0.193,100.036,7,4,surprised,0.03896103896103896,0.11688311688311688,0.22077922077922077,0.12987012987012986,0.03896103896103896,0.05194805194805195,0.14285714285714285,0.03896103896103896,0.09090909090909091,0.12987012987012986
51,5fMygCxYWAoueOENZsEy9V,Island In The Sun,Island In The Sun,Chill Gull,2024-04-19,48,135521,0.666,0.0289,0.742,5.39e-06,0.508,0.377,-5.135,0.0618,115.083,7,4,surprised,0.05454545454545454,0.09090909090909091,0.10909090909090909,0.09090909090909091,0.09090909090909091,0.05454545454545454,0.14545454545454545,0.07272727272727272,0.12727272727272726,0.16363636363636364
52,2lWzqadTC6KapAWVVVKp8W,Pasulyap-Sulyap,Really Wanna Tell You,Tootsie Guevara,1997-01-06,53,233355,0.636,0.494,0.328,5.54e-05,0.0887,0.433,-16.072,0.0283,140.02,0,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1C4eLUSXUnj6bi8xjShYaH,Kash Kommandments,Kash Kommandments,Kash Doll,2024-05-03,54,209261,0.85,0.0793,0.514,0.0,0.122,0.472,-6.577,0.318,156.057,8,4,surprised,0.08176100628930817,0.06918238993710692,0.14465408805031446,0.06289308176100629,0.12578616352201258,0.1069182389937107,0.13836477987421383,0.09433962264150944,0.0880503144654088,0.0880503144654088
54,7vuqyEt5hBBxSuakZBZLiK,Ghost,Ghost,ConKi,2023-01-12,55,184250,0.582,0.0162,0.898,0.0021,0.156,0.42,-4.516,0.0343,119.962,1,4,surprised,0.04878048780487805,0.4146341463414634,0.21951219512195122,0.0,0.0,0.04878048780487805,0.0975609756097561,0.024390243902439025,0.07317073170731707,0.07317073170731707
55,48D6RUVMzcOx2ggRFTRjUx,Pagdating Ng Panahon,Pagdating Ng Panahon (Special Collector's Edition),Aiza Seguerra,2006,51,264320,0.569,0.757,0.27,3.81e-06,0.214,0.236,-11.965,0.025,97.848,4,4,surprised,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0
56,7cens2GI2PTemvKNnpjxs8,Moonlight,Moonlight,Ian Asher,2024-05-03,47,168102,0.704,0.00599,0.81,3.86e-06,0.0976,0.844,-4.446,0.062,124.981,6,4,surprised,0.11494252873563218,0.09195402298850575,0.10344827586206896,0.09195402298850575,0.09195402298850575,0.09195402298850575,0.10344827586206896,0.10344827586206896,0.09195402298850575,0.11494252873563218
57,4vQxLMA2txL72AtvIbzDIe,Open Letter,Open Letter,CHOSZN,2024-10-16,40,178000,0.544,0.853,0.25,7.47e-05,0.048,0.442,-8.121,0.0873,178.388,2,4,surprised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,7CRThl2cGDh1o9p3ivaLbG,why u gotta be like that (feat. Nightly),why u gotta be like that (feat. Nightly),vaultboy,2022-08-17,49,143503,0.67,0.131,0.621,0.0,0.675,0.288,-7.853,0.037,90.04,7,4,surprised,0.03389830508474576,0.0847457627118644,0.1694915254237288,0.1694915254237288,0.0,0.06779661016949153,0.13559322033898305,0.0,0.1016949152542373,0.23728813559322035
59,6b3OOZ7U8mqNO7ImHEyMRR,Feels Like You,Feels Like You,Faime,2020-11-27,55,198912,0.848,0.789,0.352,0.000105,0.0865,0.571,-6.798,0.0464,92.991,4,4,surprised,0.15384615384615385,0.02564102564102564,0.0641025641025641,0.05128205128205128,0.038461538461538464,0.07692307692307693,0.2692307692307692,0.02564102564102564,0.23076923076923078,0.0641025641025641
60,2MolFsdE7ydCQQgsmfvX6w,Perfect 10,Perfect 10,Unknown Brain,2018-07-11,50,204006,0.299,0.00546,0.741,4.34e-05,0.066,0.283,-4.391,0.152,179.28,11,4,surprised,0.14678899082568808,0.11926605504587157,0.11926605504587157,0.10091743119266056,0.09174311926605505,0.01834862385321101,0.1834862385321101,0.03669724770642202,0.045871559633027525,0.13761467889908258
61,66SxGyWkD0VZSb8iZxl78H,Wrong Direction,Wrong Direction,Mykyl,2021-02-26,50,153394,0.758,0.49,0.394,0.0,0.239,0.485,-8.839,0.0348,101.986,9,4,surprised,0.07272727272727272,0.07272727272727272,0.23636363636363636,0.14545454545454545,0.09090909090909091,0.01818181818181818,0.12727272727272726,0.10909090909090909,0.07272727272727272,0.05454545454545454
62,3g6BBQnxVMuTDbWt6wBX3R,Paano Ba Ang Magmahal,The Breakup Playlist,Piolo Pascual,2015-01-01,54,290246,0.543,0.515,0.585,0.0,0.0436,0.168,-6.456,0.0315,144.065,0,4,surprised,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
63,1MSM3Fo2fvnwVqMcz8Jhjq,Cecilia And The Satellite,Andrew McMahon In The Wilderness,Andrew McMahon in the Wilderness,2014-10-13,55,223879,0.381,0.0131,0.844,0.0,0.318,0.239,-7.123,0.144,194.0,5,4,surprised,0.11904761904761904,0.14285714285714285,0.16666666666666666,0.07142857142857142,0.047619047619047616,0.0,0.30952380952380953,0.0,0.11904761904761904,0.023809523809523808
64,4JZocgyzKHdRF0iSOcodJn,Ready,Ready,apl.de.ap,2024-05-31,54,238000,0.796,0.368,0.501,0.00289,0.109,0.425,-9.773,0.0373,120.05,9,4,surprised,0.11023622047244094,0.1732283464566929,0.15748031496062992,0.07874015748031496,0.08661417322834646,0.023622047244094488,0.14173228346456693,0.031496062992125984,0.07086614173228346,0.12598425196850394
65,3WJo7bV3Hi9BgwnVq13SK6,Room,Room,Stell,2024-06-14,55,223299,0.7,0.0255,0.612,0.000108,0.0764,0.675,-6.902,0.0393,104.525,0,4,surprised,0.0784313725490196,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.09803921568627451,0.0392156862745098,0.11764705882352941,0.0392156862745098,0.09803921568627451,0.058823529411764705
66,05Db5b8xtLi32lJgKbDUus,Gigil,Gigil,BGYO,2024-06-07,44,172306,0.823,0.0538,0.747,5.3e-06,0.0485,0.491,-1.984,0.0583,97.973,2,4,surprised,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
67,5TbJPTQFBqBhsQuMffDBfF,Pyramid,Electronic RnB,Various Artists,2020-12-11,23,235946,0.558,0.268,0.658,0.0,0.133,0.24,-5.234,0.0862,87.535,10,4,surprised,0.0661764705882353,0.08823529411764706,0.125,0.07352941176470588,0.0661764705882353,0.051470588235294115,0.3382352941176471,0.03676470588235294,0.08823529411764706,0.0661764705882353
68,5lOPI7mq0qgUDKDXvoH2Om,Come in out of the Rain,Come in out of the Rain,Sheryn Regis,2004-05-01,49,253400,0.471,0.0886,0.494,0.0,0.371,0.187,-5.019,0.0287,119.879,0,4,surprised,0.046875,0.0625,0.09375,0.03125,0.03125,0.0,0.328125,0.0,0.328125,0.078125
69,5EMg6nGTPlwhLhnIC1nDhj,Not Like You,COLOR,Adam Turley,2021-07-16,42,138946,0.669,0.405,0.652,8.77e-05,0.174,0.554,-6.704,0.0498,146.079,9,4,surprised,0.09375,0.11607142857142858,0.16071428571428573,0.0625,0.12946428571428573,0.04017857142857143,0.12946428571428573,0.08035714285714286,0.08482142857142858,0.10267857142857142
70,6SIaYQUPOJpO8XFWeTl5dC,Yoko Na,Yoko Na,JOSH CULLEN,2024-03-23,52,212943,0.6,0.148,0.732,0.0,0.26,0.222,-4.393,0.0392,109.934,10,4,surprised,0.375,0.125,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0
71,2x5qF66rFO6DERBMNkQAqn,(There's Gotta Be) More To Life,Stacie Orrico,Stacie Orrico,2003-01-01,55,200386,0.58,0.0917,0.922,0.0,0.189,0.649,-3.785,0.0957,89.841,1,4,surprised,0.0,0.10714285714285714,0.35714285714285715,0.32142857142857145,0.14285714285714285,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571
72,6ocbgoVGwYJhOv1GgI9NsF,7 rings,"thank u, next",Ariana Grande,2019-02-08,82,178626,0.777,0.591,0.317,0.0,0.0881,0.33,-10.732,0.308,139.848,1,4,surprised,0.12087912087912088,0.054945054945054944,0.15384615384615385,0.04395604395604396,0.10989010989010989,0.054945054945054944,0.17582417582417584,0.04395604395604396,0.12087912087912088,0.12087912087912088
73,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Midnights,Taylor Swift,2022-10-21,82,200690,0.633,0.121,0.648,2.62e-06,0.161,0.49,-6.645,0.062,96.888,4,4,surprised,0.07865168539325842,0.15730337078651685,0.16853932584269662,0.12359550561797752,0.056179775280898875,0.056179775280898875,0.11235955056179775,0.0449438202247191,0.0898876404494382,0.11235955056179775
74,4bJygwUKrRgq1stlNXcgMg,All The Things She Said,200 KM/H In The Wrong Lane (10th Anniversary Edition),t.A.T.u.,2002,75,214440,0.527,0.0411,0.834,0.00599,0.105,0.381,-5.767,0.0474,179.92,5,4,surprised,0.0759493670886076,0.11392405063291139,0.189873417721519,0.1518987341772152,0.06329113924050633,0.06329113924050633,0.08860759493670886,0.0759493670886076,0.08860759493670886,0.08860759493670886
75,2DlIwu1iDTILEMXA7MUotn,Beautiful Trauma,Beautiful Trauma,P!nk,2017-10-13,59,250053,0.412,0.0868,0.619,2.55e-06,0.4,0.234,-6.39,0.0723,95.943,7,4,surprised,0.06428571428571428,0.04285714285714286,0.1,0.07142857142857142,0.007142857142857143,0.014285714285714285,0.34285714285714286,0.007142857142857143,0.29285714285714287,0.05714285714285714
76,012gXGNwfkqsXBIhEpE0kl,Begin Again (Taylor's Version),Red (Taylor’s Version): Could You Be The One Chapter,Taylor Swift,2022-01-13,30,238822,0.505,0.0886,0.53,0.0,0.127,0.254,-7.914,0.0297,78.914,7,4,surprised,0.0,0.037037037037037035,0.07407407407407407,0.07407407407407407,0.0,0.1111111111111111,0.3333333333333333,0.0,0.2222222222222222,0.14814814814814814
